Date,Open,High,Low,Close,Volume,Name
2014-06-20,64.46,64.81,63.35,64.5,46466073,FB
2014-06-23,64.32,65.66,64.22,65.37,34560121,FB
2014-06-24,65.36,67.17,65.27,65.72,57334867,FB
2014-06-25,65.58,67.48,65.57,67.44,44308249,FB
2014-06-26,68.0,68.0,66.9,67.13,47713944,FB
2014-06-27,67.31,67.7,66.84,67.6,46460627,FB
2014-06-30,67.46,67.92,67.13,67.29,27201749,FB
2014-07-01,67.58,68.44,67.39,68.06,33243166,FB
2014-07-02,68.04,68.3,65.79,66.45,41895220,FB
2014-07-03,66.86,67.0,65.76,66.29,25203215,FB
2014-07-07,66.3,66.57,65.12,65.29,28745099,FB
2014-07-08,65.06,65.56,62.21,62.76,68926036,FB
2014-07-09,63.41,65.12,63.15,64.97,51431582,FB
2014-07-10,63.31,65.34,63.05,64.87,44421915,FB
2014-07-11,65.28,66.59,64.79,66.34,39212022,FB
2014-07-14,67.13,68.17,66.9,67.9,38536924,FB
2014-07-15,67.96,68.09,66.26,67.16,44292944,FB
2014-07-16,67.54,67.94,67.07,67.66,29593589,FB
2014-07-17,67.03,67.85,66.04,66.41,38188432,FB
2014-07-18,66.8,68.46,66.16,68.42,42455649,FB
2014-07-21,68.81,69.96,68.5,69.4,49539121,FB
2014-07-22,69.76,69.77,68.61,69.27,40397693,FB
2014-07-23,69.74,71.33,69.61,71.29,78434716,FB
2014-07-24,75.96,76.74,74.51,74.98,124167936,FB
2014-07-25,74.99,75.67,74.66,75.19,45917435,FB
2014-07-28,75.17,75.5,73.85,74.92,41725249,FB
2014-07-29,74.72,74.92,73.42,73.71,41324470,FB
2014-07-30,74.21,75.19,74.13,74.68,36853018,FB
2014-07-31,74.0,74.16,72.44,72.65,43991772,FB
2014-08-01,72.22,73.22,71.55,72.36,43535314,FB
2014-08-04,72.36,73.88,72.36,73.51,30776819,FB
2014-08-05,73.51,73.59,72.18,72.69,34986147,FB
2014-08-06,72.02,73.72,71.79,72.47,30985533,FB
2014-08-07,73.0,74.0,72.7,73.17,38140550,FB
2014-08-08,73.4,73.43,72.56,73.06,27202325,FB
2014-08-11,73.46,73.91,73.06,73.44,24591177,FB
2014-08-12,73.09,73.33,72.22,72.83,27418983,FB
2014-08-13,73.12,74.25,73.05,73.77,29265662,FB
2014-08-14,73.97,74.38,73.69,74.3,22207019,FB
2014-08-15,74.32,74.65,73.0,73.63,38909161,FB
2014-08-18,74.0,74.72,73.96,74.59,23973658,FB
2014-08-19,74.81,75.58,74.77,75.29,26678640,FB
2014-08-20,74.97,75.18,74.62,74.81,22916678,FB
2014-08-21,74.92,75.19,74.41,74.57,20101979,FB
2014-08-22,74.34,74.73,73.57,74.57,20897393,FB
2014-08-25,74.94,75.28,74.79,75.02,19734103,FB
2014-08-26,75.0,75.99,74.73,75.96,23992668,FB
2014-08-27,75.27,75.49,74.46,74.63,36323060,FB
2014-08-28,74.0,74.43,73.73,73.86,21946738,FB
2014-08-29,74.3,74.82,74.01,74.82,26241162,FB
2014-09-02,75.01,76.7,74.82,76.68,34979438,FB
2014-09-03,77.14,77.48,75.6,75.83,32389102,FB
2014-09-04,75.89,76.93,75.53,75.95,26676444,FB
2014-09-05,76.1,77.38,75.6,77.26,29475854,FB
2014-09-08,77.26,78.17,77.01,77.89,28183156,FB
2014-09-09,77.59,78.17,76.2,76.67,28881803,FB
2014-09-10,76.52,77.95,76.51,77.43,29908606,FB
2014-09-11,77.13,78.36,77.05,77.92,32247724,FB
2014-09-12,78.02,78.3,77.1,77.48,26744356,FB
2014-09-15,77.15,77.25,73.43,74.58,49679130,FB
2014-09-16,73.52,76.23,73.07,76.08,37742482,FB
2014-09-17,75.96,77.25,75.57,76.43,28693348,FB
2014-09-18,76.77,77.33,76.52,77.0,23030936,FB
2014-09-19,77.4,78.3,76.44,77.91,76671330,FB
2014-09-22,77.0,77.53,75.95,76.8,31961015,FB
2014-09-23,76.33,78.63,76.04,78.29,36814111,FB
2014-09-24,78.1,78.62,77.51,78.54,30679642,FB
2014-09-25,78.6,78.94,77.13,77.22,37532580,FB
2014-09-26,77.59,78.84,77.33,78.79,28872012,FB
2014-09-29,78.12,79.2,77.91,79.0,34030635,FB
2014-09-30,79.35,79.71,78.6,79.04,35899444,FB
2014-10-01,78.78,78.82,75.9,76.55,55090157,FB
2014-10-02,76.57,77.48,75.64,77.08,36487612,FB
2014-10-03,77.76,78.06,77.26,77.44,23340173,FB
2014-10-06,77.19,77.89,76.85,77.56,25729191,FB
2014-10-07,77.05,77.95,76.24,76.29,25317488,FB
2014-10-08,76.18,77.71,75.1,77.52,32975514,FB
2014-10-09,77.28,77.76,75.85,75.91,32487174,FB
2014-10-10,75.59,76.5,72.76,72.91,52146162,FB
2014-10-13,73.23,74.78,72.52,72.99,43937638,FB
2014-10-14,74.0,74.18,72.05,73.59,50299288,FB
2014-10-15,71.69,73.8,70.32,73.21,61528317,FB
2014-10-16,70.79,73.35,70.58,72.63,53529459,FB
2014-10-17,74.23,76.0,73.75,75.95,76341638,FB
2014-10-20,75.6,77.09,75.38,76.95,34701260,FB
2014-10-21,77.56,78.74,77.15,78.69,32252403,FB
2014-10-22,78.82,79.85,78.01,78.37,41862393,FB
2014-10-23,79.38,80.63,79.01,80.04,35055800,FB
2014-10-24,80.2,80.82,79.32,80.67,32247520,FB
2014-10-27,80.74,80.8,79.76,80.28,30168921,FB
2014-10-28,80.18,81.16,79.57,80.77,74211768,FB
2014-10-29,75.45,76.88,74.78,75.86,106119520,FB
2014-10-30,75.05,75.35,72.9,74.11,83269554,FB
2014-10-31,74.93,75.7,74.45,74.99,44544325,FB
2014-11-03,75.47,75.52,73.7,73.88,40727330,FB
2014-11-04,74.23,75.77,73.65,75.76,39326471,FB
2014-11-05,76.51,76.8,74.42,74.83,35912588,FB
2014-11-06,74.89,75.6,74.31,75.26,21383194,FB
2014-11-07,75.39,75.86,75.02,75.6,20774381,FB
2014-11-10,75.36,75.48,74.61,75.0,21575126,FB
2014-11-11,74.95,74.98,74.03,74.61,18735123,FB
2014-11-12,74.28,75.14,73.54,74.72,26536609,FB
2014-11-13,74.74,75.24,73.64,74.25,26448451,FB
2014-11-14,74.27,74.93,74.04,74.88,19476878,FB
2014-11-17,74.88,75.66,73.88,74.24,28701191,FB
2014-11-18,74.45,74.8,73.9,74.34,20696643,FB
2014-11-19,74.01,74.54,73.11,73.33,25441163,FB
2014-11-20,72.8,73.99,72.51,73.6,19154862,FB
2014-11-21,74.5,74.5,73.5,73.75,23060382,FB
2014-11-24,73.54,74.35,73.35,74.01,22103831,FB
2014-11-25,74.21,75.74,74.13,75.63,32250205,FB
2014-11-26,75.53,77.78,75.51,77.62,32721585,FB
2014-11-28,77.67,78.27,77.23,77.7,15992035,FB
2014-12-01,77.26,77.31,74.8,75.1,31789866,FB
2014-12-02,75.33,75.91,75.04,75.46,16773884,FB
2014-12-03,75.38,75.73,74.4,74.88,16689857,FB
2014-12-04,74.83,75.55,74.66,75.24,14390520,FB
2014-12-05,75.8,76.76,75.36,76.36,24306446,FB
2014-12-08,76.18,77.25,75.4,76.52,25733853,FB
2014-12-09,75.2,76.93,74.78,76.84,25358584,FB
2014-12-10,76.65,77.55,76.07,76.18,32210532,FB
2014-12-11,76.52,78.52,76.48,77.73,33492661,FB
2014-12-12,77.16,78.88,77.02,77.83,28091617,FB
2014-12-15,78.46,78.58,76.56,76.99,29396532,FB
2014-12-16,76.19,77.39,74.59,74.69,31554593,FB
2014-12-17,75.01,76.41,74.9,76.11,29203904,FB
2014-12-18,76.89,78.4,76.51,78.4,34222081,FB
2014-12-19,78.75,80.0,78.33,79.88,43334992,FB
2014-12-22,80.08,81.89,80.0,81.45,31395770,FB
2014-12-23,82.02,82.17,80.4,80.61,19865820,FB
2014-12-24,81.03,81.43,80.75,80.77,7685481,FB
2014-12-26,81.02,81.28,80.51,80.78,10647388,FB
2014-12-29,80.49,80.96,79.71,80.02,14134666,FB
2014-12-30,79.85,80.59,79.1,79.22,14370763,FB
2014-12-31,79.54,79.8,77.86,78.02,20040439,FB
2015-01-02,78.58,78.93,77.7,78.45,18177475,FB
2015-01-05,77.98,79.25,76.86,77.19,26452191,FB
2015-01-06,77.23,77.59,75.36,76.15,27399288,FB
2015-01-07,76.76,77.36,75.82,76.15,22045333,FB
2015-01-08,76.74,78.23,76.08,78.18,23960953,FB
2015-01-09,78.2,78.62,77.2,77.74,21157007,FB
2015-01-12,77.84,78.0,76.21,76.72,19190194,FB
2015-01-13,77.23,78.08,75.85,76.45,25179561,FB
2015-01-14,76.42,77.2,76.03,76.28,25918564,FB
2015-01-15,76.4,76.57,73.54,74.05,34133974,FB
2015-01-16,74.04,75.32,73.84,75.18,21791529,FB
2015-01-20,75.72,76.31,74.82,76.24,22821614,FB
2015-01-21,76.16,77.3,75.85,76.74,25096737,FB
2015-01-22,77.17,77.75,76.68,77.65,19519458,FB
2015-01-23,77.65,78.19,77.04,77.83,16746503,FB
2015-01-26,77.98,78.47,77.29,77.5,19260820,FB
2015-01-27,76.71,76.88,75.63,75.78,20109977,FB
2015-01-28,76.9,77.64,76.0,76.24,53306422,FB
2015-01-29,76.85,78.02,74.21,78.0,61293468,FB
2015-01-30,78.0,78.16,75.75,75.91,42649491,FB
2015-02-02,76.11,76.14,73.75,74.99,41955258,FB
2015-02-03,75.19,75.58,73.86,75.4,26957714,FB
2015-02-04,75.09,76.35,75.01,75.63,20277368,FB
2015-02-05,75.71,75.98,75.21,75.62,15062573,FB
2015-02-06,75.68,75.7,74.25,74.47,21210994,FB
2015-02-09,74.05,74.83,73.45,74.44,16194322,FB
2015-02-10,74.85,75.34,74.5,75.19,15811344,FB
2015-02-11,75.09,76.75,75.03,76.51,20877427,FB
2015-02-12,76.86,76.87,75.89,76.23,17234976,FB
2015-02-13,76.46,76.48,75.5,75.74,18621860,FB
2015-02-17,75.3,76.91,75.08,75.6,25254400,FB
2015-02-18,75.94,76.9,75.45,76.71,22426421,FB
2015-02-19,76.99,79.84,76.95,79.42,45851177,FB
2015-02-20,79.55,80.34,79.2,79.9,36931698,FB
2015-02-23,79.96,80.19,78.38,78.84,24139056,FB
2015-02-24,78.5,79.48,78.1,78.45,18897133,FB
2015-02-25,78.5,80.2,78.5,79.56,25593800,FB
2015-02-26,79.88,81.37,79.72,80.41,31111891,FB
2015-02-27,80.68,81.23,78.62,78.97,30739197,FB
2015-03-02,79.0,79.86,78.52,79.75,21662537,FB
2015-03-03,79.61,79.7,78.52,79.6,18634973,FB
2015-03-04,79.3,81.15,78.85,80.9,28126686,FB
2015-03-05,81.23,81.99,81.05,81.21,27825733,FB
2015-03-06,80.9,81.33,79.83,80.0,24488581,FB
2015-03-09,79.68,79.91,78.63,79.44,18925097,FB
2015-03-10,78.5,79.26,77.55,77.55,23067057,FB
2015-03-11,77.8,78.43,77.26,77.57,20215704,FB
2015-03-12,78.1,79.05,77.91,78.93,16093319,FB
2015-03-13,78.6,79.38,77.68,78.05,18557296,FB
2015-03-16,77.96,78.12,77.36,78.07,19305406,FB
2015-03-17,78.36,79.78,78.34,79.36,22169969,FB
2015-03-18,79.25,81.24,79.17,80.91,36912446,FB
2015-03-19,81.12,83.0,81.0,82.75,42099523,FB
2015-03-20,83.39,84.6,83.07,83.8,44466323,FB
2015-03-23,83.92,84.96,83.3,84.43,27357333,FB
2015-03-24,84.71,86.07,84.52,85.31,32576522,FB
2015-03-25,85.5,85.52,82.92,82.92,37436147,FB
2015-03-26,82.72,83.77,82.14,83.01,32794800,FB
2015-03-27,83.38,83.95,82.88,83.3,18372582,FB
2015-03-30,83.81,84.34,82.41,83.2,24527686,FB
2015-03-31,82.9,83.5,82.21,82.22,19734277,FB
2015-04-01,82.5,82.72,80.87,81.66,22058167,FB
2015-04-02,82.25,82.56,81.44,81.56,19664053,FB
2015-04-06,80.8,82.81,80.8,82.44,19062934,FB
2015-04-07,82.65,83.42,82.22,82.32,17467042,FB
2015-04-08,82.63,83.1,81.84,82.28,18966732,FB
2015-04-09,82.5,82.8,81.71,82.17,15927281,FB
2015-04-10,82.21,82.61,81.91,82.04,12529738,FB
2015-04-13,81.93,83.94,81.92,83.01,26883094,FB
2015-04-14,83.17,83.69,82.44,83.52,19634173,FB
2015-04-15,83.55,83.66,82.27,82.7,22390943,FB
2015-04-16,82.47,83.07,82.15,82.31,13769687,FB
2015-04-17,81.48,82.11,80.37,80.78,24214983,FB
2015-04-20,81.54,83.15,81.24,83.09,28796761,FB
2015-04-21,84.0,84.49,83.54,83.62,27171852,FB
2015-04-22,84.32,84.74,83.65,84.63,45547963,FB
2015-04-23,84.1,85.59,82.41,82.41,73728080,FB
2015-04-24,82.77,82.94,81.48,81.53,29660356,FB
2015-04-27,81.87,82.93,81.63,81.91,25446032,FB
2015-04-28,81.83,81.9,80.23,80.68,23775344,FB
2015-04-29,80.01,81.39,79.52,80.46,26430258,FB
2015-04-30,80.01,80.96,78.32,78.77,28999005,FB
2015-05-01,79.24,79.76,78.11,78.99,24136358,FB
2015-05-04,79.33,79.69,78.63,78.81,14691991,FB
2015-05-05,78.55,78.8,77.22,77.56,22311318,FB
2015-05-06,77.97,78.81,77.05,78.1,28663026,FB
2015-05-07,78.0,78.94,77.56,78.42,19749428,FB
2015-05-08,79.1,79.23,78.03,78.51,19943595,FB
2015-05-11,78.48,79.03,77.93,78.01,18874054,FB
2015-05-12,77.87,77.89,76.79,77.46,21285310,FB
2015-05-13,77.72,78.53,77.65,78.44,21512309,FB
2015-05-14,78.94,81.84,78.67,81.37,49437996,FB
2015-05-15,81.41,81.52,80.18,80.42,27069884,FB
2015-05-18,80.33,81.38,80.23,80.88,21613674,FB
2015-05-19,81.25,81.69,80.55,80.63,17955389,FB
2015-05-20,80.47,81.1,79.46,80.55,23056899,FB
2015-05-21,80.19,80.92,80.08,80.48,13402749,FB
2015-05-22,80.35,81.31,80.25,80.54,19567937,FB
2015-05-26,80.43,80.6,79.08,79.34,16321339,FB
2015-05-27,79.6,80.66,79.43,80.55,14160865,FB
2015-05-28,80.25,81.07,80.0,80.14,11982008,FB
2015-05-29,79.95,80.07,78.88,79.19,16134580,FB
2015-06-01,79.3,80.38,78.66,80.29,18119012,FB
2015-06-02,79.76,81.35,79.56,80.44,18923300,FB
2015-06-03,81.35,82.53,81.25,82.44,31774993,FB
2015-06-04,82.14,82.95,81.51,82.05,20863877,FB
2015-06-05,81.87,82.46,81.51,82.14,16143093,FB
2015-06-08,81.82,82.0,80.13,80.67,16915471,FB
2015-06-09,80.6,81.19,79.32,80.67,16497538,FB
2015-06-10,80.83,82.6,80.81,82.16,21531208,FB
2015-06-11,82.31,82.9,81.36,81.83,18656811,FB
2015-06-12,81.37,82.09,81.2,81.53,11417882,FB
2015-06-15,80.55,80.93,80.07,80.71,18805087,FB
2015-06-16,80.82,81.51,80.45,81.06,13693666,FB
2015-06-17,81.76,82.22,81.34,81.79,18350287,FB
2015-06-18,81.64,83.19,81.57,82.9,26782573,FB
2015-06-19,82.83,82.98,82.12,82.51,23353194,FB
2015-06-22,83.41,84.97,83.31,84.74,29383079,FB
2015-06-23,84.96,87.97,84.76,87.88,50667853,FB
2015-06-24,87.66,89.25,87.45,88.86,41370227,FB
2015-06-25,89.26,89.4,87.84,87.98,27301967,FB
2015-06-26,88.12,88.34,86.83,88.01,38214647,FB
2015-06-29,86.61,87.5,85.73,85.8,35957872,FB
2015-06-30,86.6,86.7,85.57,85.76,23233183,FB
2015-07-01,86.77,87.95,86.49,86.91,25260045,FB
2015-07-02,87.4,87.44,86.34,87.28,16908781,FB
2015-07-06,86.49,88.18,86.39,87.55,24635915,FB
2015-07-07,87.8,87.85,85.23,87.22,33059921,FB
2015-07-08,86.29,86.75,85.44,85.65,24399340,FB
2015-07-09,86.73,87.6,85.65,85.88,23307402,FB
2015-07-10,87.35,88.22,86.77,87.95,23245873,FB
2015-07-13,88.66,90.22,88.42,90.1,29976670,FB
2015-07-14,90.46,90.8,89.65,89.68,26627849,FB
2015-07-15,90.0,90.99,89.42,89.76,30886601,FB
2015-07-16,90.28,90.86,89.77,90.85,21804086,FB
2015-07-17,92.55,95.39,92.54,94.97,54001635,FB
2015-07-20,95.85,98.6,95.36,97.91,54860541,FB
2015-07-21,98.95,99.24,97.14,98.39,39453332,FB
2015-07-22,96.74,97.58,95.92,97.04,28299518,FB
2015-07-23,96.96,97.45,94.81,95.44,29418833,FB
2015-07-24,97.35,97.76,95.88,96.95,33444930,FB
2015-07-27,96.58,96.61,93.83,94.17,38585381,FB
2015-07-28,94.84,95.56,93.31,95.29,35235993,FB
2015-07-29,96.32,97.28,94.74,96.99,64648320,FB
2015-07-30,94.91,95.81,91.8,95.21,86211323,FB
2015-07-31,94.95,96.33,93.95,94.01,46509045,FB
2015-08-03,93.53,95.08,92.8,94.14,29343117,FB
2015-08-04,93.79,94.73,93.33,94.06,20136036,FB
2015-08-05,95.25,97.09,95.18,96.44,29813174,FB
2015-08-06,97.18,98.74,94.42,95.12,42271318,FB
2015-08-07,95.38,95.4,93.61,94.3,23199145,FB
2015-08-10,95.68,95.9,93.63,94.15,21624153,FB
2015-08-11,93.73,94.76,92.9,93.62,22491031,FB
2015-08-12,92.7,94.44,91.19,94.19,27120375,FB
2015-08-13,94.05,94.73,93.35,93.43,17451768,FB
2015-08-14,93.54,94.72,93.21,94.42,15929656,FB
2015-08-17,94.42,94.46,93.39,93.93,18313531,FB
2015-08-18,94.08,95.85,94.04,95.17,22278848,FB
2015-08-19,94.63,96.1,94.16,95.31,23251271,FB
2015-08-20,93.54,94.77,90.46,90.56,44219624,FB
2015-08-21,87.52,89.18,85.61,86.06,62258046,FB
2015-08-24,77.03,87.14,72.0,82.09,81647863,FB
2015-08-25,86.95,87.67,83.0,83.0,51447569,FB
2015-08-26,85.95,87.46,83.26,87.19,44492025,FB
2015-08-27,89.1,90.06,87.19,89.73,41778567,FB
2015-08-28,89.88,91.48,89.79,91.01,33005640,FB
2015-08-31,90.6,91.05,88.89,89.43,32006693,FB
2015-09-01,86.85,89.39,86.5,87.23,35798110,FB
2015-09-02,88.81,89.89,87.63,89.89,26837970,FB
2015-09-03,89.76,89.82,87.73,88.15,26882208,FB
2015-09-04,87.2,88.39,86.7,88.26,27183704,FB
2015-09-08,89.69,90.24,88.83,89.53,26848975,FB
2015-09-09,90.78,91.98,90.17,90.44,32439033,FB
2015-09-10,90.07,92.06,89.63,91.98,26333820,FB
2015-09-11,91.68,92.08,91.13,92.05,21031075,FB
2015-09-14,92.31,92.62,91.6,92.31,20103573,FB
2015-09-15,92.37,93.25,91.79,92.9,18638271,FB
2015-09-16,92.9,93.6,92.63,93.45,16256252,FB
2015-09-17,93.37,95.51,92.9,94.34,27679870,FB
2015-09-18,93.2,95.19,93.05,94.4,61898703,FB
2015-09-21,94.62,96.49,94.52,95.55,28657457,FB
2015-09-22,93.77,94.68,91.92,92.96,36683731,FB
2015-09-23,93.4,94.32,92.8,93.97,21645740,FB
2015-09-24,93.06,94.76,92.24,94.41,28943670,FB
2015-09-25,95.79,95.85,92.06,92.77,28803183,FB
2015-09-28,92.08,92.29,88.18,89.21,41024444,FB
2015-09-29,89.1,90.06,85.72,86.67,41810196,FB
2015-09-30,88.44,90.02,88.01,89.9,36030288,FB
2015-10-01,90.05,90.95,88.36,90.95,29070207,FB
2015-10-02,88.9,92.2,88.37,92.07,37623238,FB
2015-10-05,92.94,94.27,92.66,94.01,26903052,FB
2015-10-06,94.08,94.17,92.34,92.8,22172764,FB
2015-10-07,93.11,93.66,91.37,92.4,24060338,FB
2015-10-08,92.75,93.22,90.47,92.47,27213284,FB
2015-10-09,92.9,93.74,92.24,93.24,19886170,FB
2015-10-12,93.32,94.6,92.67,94.26,18371840,FB
2015-10-13,93.66,95.37,93.55,94.12,19249995,FB
2015-10-14,94.08,95.2,93.61,94.07,19159906,FB
2015-10-15,94.99,96.3,94.9,95.96,27475421,FB
2015-10-16,96.18,97.59,95.35,97.54,25304113,FB
2015-10-19,97.18,98.57,96.92,98.47,23316834,FB
2015-10-20,98.73,99.59,96.56,97.0,30700517,FB
2015-10-21,97.37,98.18,96.47,97.11,21917763,FB
2015-10-22,97.79,99.73,97.55,99.67,25517505,FB
2015-10-23,101.91,102.85,100.16,102.19,42657856,FB
2015-10-26,103.58,103.81,101.55,103.77,25822349,FB
2015-10-27,102.94,104.1,102.4,103.7,22951414,FB
2015-10-28,103.9,104.48,102.92,104.2,24024149,FB
2015-10-29,103.96,105.12,103.52,104.88,20099855,FB
2015-10-30,104.4,104.72,101.65,101.97,33381053,FB
2015-11-02,101.72,103.47,101.18,103.31,23876266,FB
2015-11-03,103.22,103.65,102.4,102.58,21096752,FB
2015-11-04,103.19,104.14,102.48,103.94,38606400,FB
2015-11-05,108.8,110.65,107.95,108.76,63013501,FB
2015-11-06,108.04,108.74,105.91,107.1,34898019,FB
2015-11-09,107.0,108.25,105.86,106.49,26326885,FB
2015-11-10,106.17,108.15,105.24,107.91,24409940,FB
2015-11-11,108.27,109.87,107.11,109.01,25003046,FB
2015-11-12,108.48,109.39,108.0,108.02,20763843,FB
2015-11-13,107.71,108.25,103.83,103.95,29438853,FB
2015-11-16,103.32,104.17,100.47,104.04,49140589,FB
2015-11-17,104.62,106.2,104.14,105.13,26649223,FB
2015-11-18,105.8,107.88,105.39,107.77,23679764,FB
2015-11-19,107.36,107.73,105.95,106.26,25477683,FB
2015-11-20,106.84,107.87,106.62,107.32,22085405,FB
2015-11-23,107.19,107.47,106.08,106.95,19733283,FB
2015-11-24,106.0,106.49,104.39,105.74,23462829,FB
2015-11-25,106.33,106.6,105.1,105.41,15150785,FB
2015-11-27,105.78,105.96,104.86,105.45,5912671,FB
2015-11-30,105.84,106.1,103.75,104.24,20008996,FB
2015-12-01,104.83,107.15,104.5,107.12,22715616,FB
2015-12-02,107.0,107.92,105.79,106.07,24295162,FB
2015-12-03,103.95,106.85,103.35,104.38,23236485,FB
2015-12-04,104.75,107.73,104.11,106.18,21224721,FB
2015-12-07,106.48,106.83,104.66,105.61,15474890,FB
2015-12-08,104.0,106.91,103.95,106.49,20401791,FB
2015-12-09,106.18,106.44,103.55,104.6,23517268,FB
2015-12-10,105.05,106.4,104.41,105.42,17454312,FB
2015-12-11,104.15,104.34,101.91,102.12,26427727,FB
2015-12-14,102.28,104.74,101.46,104.66,24648093,FB
2015-12-15,105.3,105.8,104.28,104.55,21764331,FB
2015-12-16,105.37,107.09,104.19,106.79,22680547,FB
2015-12-17,107.49,107.75,106.13,106.22,21675686,FB
2015-12-18,106.08,106.59,103.97,104.04,35994199,FB
2015-12-21,104.91,105.15,103.6,104.77,16138786,FB
2015-12-22,105.22,105.66,104.81,105.51,14597122,FB
2015-12-23,105.89,106.11,103.86,104.63,19599673,FB
2015-12-24,104.74,105.32,104.5,105.02,6512134,FB
2015-12-28,105.02,105.98,104.53,105.93,13069733,FB
2015-12-29,106.42,107.74,106.25,107.26,17179901,FB
2015-12-30,107.0,107.25,106.06,106.22,13115007,FB
2015-12-31,106.0,106.17,104.62,104.66,18391064,FB
2016-01-04,101.95,102.24,99.75,102.22,37717312,FB
2016-01-05,102.89,103.71,101.66,102.73,23258238,FB
2016-01-06,101.13,103.77,100.9,102.97,25096183,FB
2016-01-07,100.5,101.43,97.3,97.92,45172906,FB
2016-01-08,99.88,100.5,97.03,97.33,35402298,FB
2016-01-11,97.91,98.6,95.39,97.51,29932385,FB
2016-01-12,99.0,99.96,97.55,99.37,28395390,FB
2016-01-13,100.58,100.58,95.21,95.44,33091576,FB
2016-01-14,95.85,98.87,92.45,98.37,48488509,FB
2016-01-15,93.98,96.38,93.54,94.97,45935550,FB
2016-01-19,96.53,97.42,93.92,95.26,30620565,FB
2016-01-20,92.83,95.0,89.37,94.35,58982367,FB
2016-01-21,94.91,95.99,92.62,94.16,30468830,FB
2016-01-22,96.41,98.07,95.49,97.94,30331442,FB
2016-01-25,98.72,99.48,96.93,97.01,32319141,FB
2016-01-26,97.76,97.88,95.66,97.34,26637412,FB
2016-01-27,97.79,97.85,94.23,94.45,48311872,FB
2016-01-28,107.2,110.34,104.81,109.11,107084072,FB
2016-01-29,108.99,112.84,108.84,112.21,62357459,FB
2016-02-01,112.27,115.72,112.01,115.09,45840867,FB
2016-02-02,114.8,117.59,113.2,114.61,59644925,FB
2016-02-03,115.27,115.34,109.75,112.69,56848084,FB
2016-02-04,111.8,111.94,109.25,110.49,38648485,FB
2016-02-05,109.51,109.58,103.18,104.07,76522716,FB
2016-02-08,100.41,102.68,97.46,99.75,71016537,FB
2016-02-09,97.14,102.4,96.82,99.54,62580050,FB
2016-02-10,101.55,103.25,100.24,101.0,44943948,FB
2016-02-11,99.6,105.11,98.88,101.91,43493102,FB
2016-02-12,103.74,104.24,101.09,102.01,36038104,FB
2016-02-16,103.8,103.93,100.24,101.61,45438324,FB
2016-02-17,101.94,105.72,100.4,105.2,43852623,FB
2016-02-18,105.8,106.0,103.03,103.47,29374587,FB
2016-02-19,102.55,105.02,102.06,104.57,32337444,FB
2016-02-22,105.49,108.25,105.34,107.16,35630883,FB
2016-02-23,106.85,107.47,105.12,105.46,25204873,FB
2016-02-24,104.21,106.95,102.74,106.88,34239396,FB
2016-02-25,107.11,108.07,105.61,108.07,29796180,FB
2016-02-26,108.7,109.45,107.16,107.92,26578891,FB
2016-02-29,107.6,108.91,106.75,106.92,32243645,FB
2016-03-01,107.83,109.82,107.6,109.82,26694696,FB
2016-03-02,109.68,110.55,108.77,109.95,25641627,FB
2016-03-03,110.25,110.3,108.54,109.58,21333496,FB
2016-03-04,110.05,110.05,107.93,108.39,24872895,FB
2016-03-07,108.07,108.07,104.72,105.73,31436401,FB
2016-03-08,104.78,107.37,104.4,105.93,25493546,FB
2016-03-09,106.7,107.51,105.49,107.51,20449881,FB
2016-03-10,107.91,108.66,105.77,107.32,24780710,FB
2016-03-11,108.48,109.42,107.92,109.41,20581320,FB
2016-03-14,109.28,110.33,108.77,109.89,17236054,FB
2016-03-15,109.11,110.83,108.84,110.67,17618460,FB
2016-03-16,110.49,112.5,110.1,112.18,24619730,FB
2016-03-17,112.15,112.69,110.73,111.02,24204773,FB
2016-03-18,111.56,112.42,110.27,111.45,36216958,FB
2016-03-21,111.66,112.37,111.03,111.85,18394520,FB
2016-03-22,111.36,112.88,111.17,112.25,18957831,FB
2016-03-23,112.01,113.19,112.0,112.54,18468742,FB
2016-03-24,112.13,113.09,111.68,113.05,17063766,FB
2016-03-28,113.32,114.59,112.95,113.69,21312750,FB
2016-03-29,113.83,116.32,113.64,116.14,29765753,FB
2016-03-30,116.73,116.99,114.36,114.7,33180317,FB
2016-03-31,114.7,115.01,113.77,114.1,21138743,FB
2016-04-01,113.75,116.17,113.35,116.06,24725954,FB
2016-04-04,114.07,114.55,111.61,112.55,48382180,FB
2016-04-05,112.11,113.32,111.9,112.22,22752484,FB
2016-04-06,112.47,113.81,112.42,113.71,20522412,FB
2016-04-07,113.79,114.89,113.07,113.64,20324759,FB
2016-04-08,114.25,114.33,109.9,110.63,48424776,FB
2016-04-11,110.7,110.91,108.77,108.99,39563863,FB
2016-04-12,109.34,111.16,108.99,110.61,26175943,FB
2016-04-13,112.23,112.65,106.52,110.51,88113011,FB
2016-04-14,110.62,112.04,110.26,110.84,28430914,FB
2016-04-15,110.79,110.97,109.2,109.64,20763396,FB
2016-04-18,109.74,110.81,109.2,110.45,21092654,FB
2016-04-19,111.1,112.45,109.16,112.29,30147644,FB
2016-04-20,112.43,113.27,111.56,112.42,20998319,FB
2016-04-21,112.55,114.04,112.31,113.44,20409388,FB
2016-04-22,111.21,111.75,109.01,110.56,38330597,FB
2016-04-25,109.87,110.67,109.07,110.1,20979671,FB
